pair_id,group_id,target,current_available_utc,past_available_utc,similarity,stratum,split
251b41abc1122b14,3b61ace387fbafb8b5e842cc38d89da54acea83afa08d998676ee303d84efebd,AMZN,2018-07-22T00:03:55.014000+00:00,2018-07-21T04:33:13.003000+00:00,1.0,near_duplicate_candidate,locked_check
258ad419f43091b1,7ee7aaea98b2d289361db93e01d16e041eac90a6b47347428631e59d470fb0d9,AMZN,2018-07-27T20:05:20+00:00,2018-07-27T14:04:35+00:00,1.0,near_duplicate_candidate,pilot
26a22a1db7d40634,4163d6576f5e4ac2625b2863f9724ed546bdf1bd52d761eab606916a17452e10,AMZN,2018-04-05T21:07:34+00:00,2018-04-05T07:54:30.030000+00:00,1.0,near_duplicate_candidate,locked_check
2af5bcb537ff68c1,3a005acc2b2fcd7b82222e0c1a9e31923514c8878110cbad3564d1f42a4e45bf,AMZN,2018-07-27T20:50:01.027000+00:00,2018-07-27T20:05:20+00:00,1.0,near_duplicate_candidate,pilot
2f0774853299bceb,90395cc041e1abe6b8e035220709c24ef20247e5ef81aeabcd477472733f25c3,AMZN,2018-04-26T15:42:15.075000+00:00,2018-04-26T15:42:14.017000+00:00,1.0,near_duplicate_candidate,pilot
00385b961c1ffe80,5d27402f2d2cfc04f66ea2e945ffc57c64e1b489a1fb1c90a691297952ca468e,AAPL,2018-06-01T09:18:00+00:00,2018-05-27T17:35:42.008000+00:00,0.3888888888888889,moderate_overlap_numeric_difference,locked_check
01034a848eec8aac,2d8ca35fbed9ce5e8999e56a3dc32e0034699de76b5ea6e1c67da47b2749d7d4,AAPL,2018-05-18T06:21:26.047000+00:00,2018-05-13T13:13:56.005000+00:00,0.5263157894736842,moderate_overlap_numeric_difference,locked_check
0146b1fa17bbcc55,7145563b6046b9dda531e8540b4a5180166fca301a68473719b568082642fba3,AAPL,2018-05-10T20:39:44+00:00,2018-05-06T18:22:03+00:00,0.4411764705882353,moderate_overlap_numeric_difference,locked_check
017873212b8d5ad8,fa4201de2f40e0907d7f944bba5759cc3cbddb7caac6820e0b5a76f06f58bbd2,AAPL,2018-03-29T13:05:44.005000+00:00,2018-03-28T12:32:37.009000+00:00,0.3235294117647059,moderate_overlap_numeric_difference,pilot
01b60e58c0f63697,4708bc2926d47dc51f5bf4a755a4eaa15ac742d3690bd154761b006b0d67149d,AAPL,2018-03-24T16:24:44.006000+00:00,2018-03-21T15:54:13.003000+00:00,0.32432432432432434,moderate_overlap_numeric_difference,locked_check
01d78eca17260c4a,2484be8f26a2319726f2b073deb1920ebc1b2ea029801b2e8768dd6f0e061986,AAPL,2018-05-05T11:20:14.007000+00:00,2018-04-28T20:09:02.004000+00:00,0.35135135135135137,moderate_overlap_numeric_difference,pilot
020a0baf33874866,9e4a19b5eeba648465a581e5a4cb4f5e729bc699cdcf921b75d9170060f7c4bc,AAPL,2018-05-07T17:51:14+00:00,2018-05-04T17:50:35+00:00,0.38461538461538464,moderate_overlap_numeric_difference,pilot
026525f07a94b3be,4ba3bb0b5c9e92e09b3d49fe7003d2f4864d168159aab48bfddd5bc9f63255b2,AAPL,2018-04-12T14:45:36.015000+00:00,2018-04-06T13:07:57.013000+00:00,0.4117647058823529,moderate_overlap_numeric_difference,locked_check
00d332732db0960d,9ae4565fbd8575c8fb9b39c9c96398686091b7d49e37896a391d01bea75f6958,AMZN,2018-07-25T22:22:54.034000+00:00,2018-07-22T00:03:55.014000+00:00,0.26666666666666666,moderate_overlap_numeric_difference,pilot
05974dbcb1006b2e,45a73fd6a3945f5af580c14b16d60ec1989c1e3d2d9ea38f595f44b9302bfd4d,AMZN,2018-06-01T16:28:40.011000+00:00,2018-06-01T11:57:59.035000+00:00,0.2972972972972973,moderate_overlap_numeric_difference,locked_check
07a80ae18174bbfd,3382b60f4eb5f790b4b0a92169e51984c3f342d7520196d3d66b305ce6489bb9,AMZN,2018-06-08T20:05:06.012000+00:00,2018-06-07T10:31:19.050000+00:00,0.2619047619047619,moderate_overlap_numeric_difference,locked_check
094c575b1fe4f6e4,f72ea3c078f9416d9a15afd8fe178e508c21a567a922eafe8a06cec6a6b715a2,AMZN,2018-05-31T14:15:15+00:00,2018-05-30T14:39:25.026000+00:00,0.2857142857142857,moderate_overlap_numeric_difference,locked_check
1051d5bf36b64210,5e8ecc6c48bf6aa8c1087c261446fb9e176ffae3b465cf74ae6a359d9b8c3332,AMZN,2018-04-18T21:36:00.005000+00:00,2018-04-16T18:30:27.013000+00:00,0.2972972972972973,moderate_overlap_numeric_difference,pilot
1b42fd5d14c5f450,4c34be3e95e77e82495bc2c54d1510f9a480bd2019601db69575054eb0350f4f,AMZN,2018-05-20T09:04:26+00:00,2018-05-16T11:08:48.043000+00:00,0.39473684210526316,moderate_overlap_numeric_difference,pilot
249ccaaeda4b870d,891e85bd6bfd0e50cbb27e91db3f4b342dffdd41d1eb96d2222e53a13205e7b7,AMZN,2018-05-16T11:08:48.043000+00:00,2018-05-14T13:48:29+00:00,0.35,moderate_overlap_numeric_difference,locked_check
25a558ad449a635f,9d683e4129a0d09da2b42e57ffb3ce802f79bb0e4df95098f438a765c98cd0b6,AMZN,2018-05-04T18:00:54.105000+00:00,2018-05-03T15:14:21.015000+00:00,0.2682926829268293,moderate_overlap_numeric_difference,locked_check
009a1008d3487fa6,7ca99cc813e58f3a1b148f62dc6b8c2b050ef3a0b9615122b269639ad8dc00b1,AAPL,2018-03-04T00:07:00+00:00,2018-03-03T15:34:00+00:00,0.5,moderate_overlap_same_numeric_tokens,pilot
01b0a404949630ac,e3a2b61e9ca5d2eabd132ccb1f77e8f05bc0864898aca94235125f07f91bc456,AAPL,2018-05-19T08:12:00+00:00,2018-05-12T21:23:00+00:00,0.5833333333333334,moderate_overlap_same_numeric_tokens,locked_check
020025989641c02b,5b78532fb12b003f4fe5489ffec585ac98b878ab34751fc6bf78537fa97e3b15,AAPL,2018-05-09T21:07:00+00:00,2018-05-05T21:14:26.010000+00:00,0.5,moderate_overlap_same_numeric_tokens,locked_check
0236cc8f880f4c20,7f502f3349114287113b078651c6bf738c465166ec708754ca2363e4f0ce73bb,AAPL,2018-05-26T20:51:48.003000+00:00,2018-05-23T13:28:00+00:00,0.6923076923076923,moderate_overlap_same_numeric_tokens,locked_check
04c329161b011262,a708af1a12c764a3ca955c9a49dc49e51167fa9fd31fc936b78a252a9d3157ee,AAPL,2018-06-02T15:27:34.005000+00:00,2018-05-27T21:04:41.023000+00:00,0.26666666666666666,moderate_overlap_same_numeric_tokens,locked_check
0604a6d8ea8563fc,d9c8c084c30d27a05eb4a2a883a2fccbdae754a7401b0b181a3bdde641521277,AAPL,2018-03-28T16:18:20.018000+00:00,2018-03-22T13:21:41.001000+00:00,0.2857142857142857,moderate_overlap_same_numeric_tokens,locked_check
079d6b18e4288abf,09c1bcf91dca98d7487a840cce56a19ac5771f9adc3eaa3e8e0f4ce527c3a99a,AAPL,2018-06-20T14:02:33.001000+00:00,2018-06-17T14:44:00+00:00,0.5384615384615384,moderate_overlap_same_numeric_tokens,locked_check
07d7c69503f0a315,848b12911aa78923c229fa0724af2f8ecf064d8975f3cdda55f6e15d82fb79fa,AAPL,2018-05-01T13:18:01.012000+00:00,2018-04-30T21:05:00+00:00,0.375,moderate_overlap_same_numeric_tokens,pilot
29440824a762a9c3,212c6eb36d3a9a5f693269a76021c6d74d050277dbef964969b96eed9f893ed8,AMZN,2018-06-17T21:05:47.007000+00:00,2018-06-17T21:04:09.026000+00:00,0.4117647058823529,moderate_overlap_same_numeric_tokens,locked_check
3bb6460578b3ffc0,c6beaecaf203009e50294e04d796f999db477d1ceef050d6fc196f7e12309a39,AMZN,2018-08-07T14:29:22.010000+00:00,2018-08-07T10:41:28.013000+00:00,0.625,moderate_overlap_same_numeric_tokens,pilot
666d0a69a1ccd9c5,a6729acc345b99226795da5dc1e5b9ce354cf4a808bde5d39102519bcc3121b4,AMZN,2018-06-18T16:19:00+00:00,2018-06-13T23:40:34.076000+00:00,0.3333333333333333,moderate_overlap_same_numeric_tokens,pilot
b761b2f50b0c2ff4,e2fe0f026d39b29f111b6562d0a25afd0220ca175dfd5a031effeca627dde29a,AMZN,2018-08-30T17:13:46.013000+00:00,2018-08-30T12:06:16.007000+00:00,0.7142857142857143,moderate_overlap_same_numeric_tokens,pilot
e4104718ae22063d,f898fc960ac85e8fdf2775701bf4b3e7d57b1fa2c2a60223fa9fbffe50ecf61f,AMZN,2018-06-25T11:14:00+00:00,2018-06-18T16:19:00+00:00,0.3157894736842105,moderate_overlap_same_numeric_tokens,pilot
f15017aa61c750aa,34d5c8c3251a19d8627ef6701304b1e527d76d4dde9f6931f11c704fdd3b97ed,AMZN,2018-08-30T18:33:01.002000+00:00,2018-08-30T16:19:15+00:00,0.38095238095238093,moderate_overlap_same_numeric_tokens,pilot
f7de7705e8a6646b,0abd1a62e943af1d7efbece3aa3e5fd3cb6928f0abc8f8a1416529eeb5b7a6a9,AMZN,2018-03-10T13:42:03.003000+00:00,2018-03-07T13:17:08.022000+00:00,0.2631578947368421,moderate_overlap_same_numeric_tokens,pilot
01e43c41f1f932f7,5b105da228d7ab5543e2496d9d8082fe27452a4e30d7666441bb6edf1f5478d3,AAPL,2018-03-29T18:19:36.005000+00:00,2018-03-26T15:30:49.038000+00:00,0.2222222222222222,weak_overlap_candidate,locked_check
03771e9dd5d5d47e,7774caf057d711a28923e27476d25d9a3273074fbc35997d63f81b60452c8a22,AAPL,2018-05-18T06:16:47.029000+00:00,2018-05-11T20:07:43.018000+00:00,0.23809523809523808,weak_overlap_candidate,locked_check
0751550f5d2176e4,32f89b10b9ecda1dbb00de7e6c46e8cdefbaf5cbe648f9fdfd16765b7e47390b,AAPL,2018-05-28T01:14:47.029000+00:00,2018-05-26T09:47:15.049000+00:00,0.23076923076923078,weak_overlap_candidate,pilot
08341b0b469ca15c,4033db998b5edbf6b9d36bddeb575a2c97638d2c6856404d29a140ca934edaf9,AAPL,2018-06-17T17:47:52.043000+00:00,2018-06-14T23:57:00+00:00,0.18518518518518517,weak_overlap_candidate,pilot
0ae2da27257a408b,c0aeb1247d8d7b89e3362b7bd4f2c96e6be00cc690c104a3a3911ad765f71328,AAPL,2018-05-04T03:18:52.019000+00:00,2018-04-30T10:19:12.013000+00:00,0.16666666666666666,weak_overlap_candidate,pilot
0b6f09bdc10c5e36,cb5cf19878d59fc76d3609263042cec0764189bb5a544bc9fb5a99fd9112e2c4,AAPL,2018-03-09T14:05:48.024000+00:00,2018-03-05T18:05:00+00:00,0.22727272727272727,weak_overlap_candidate,locked_check
0cb2fe8cb2ee775f,dbdb42cc91408a14c89a959dad0f54297b1a50ca1c5370a23aba9ee8313f50db,AAPL,2018-05-15T19:24:24.015000+00:00,2018-05-15T16:59:49.075000+00:00,0.2,weak_overlap_candidate,locked_check
0cc4c7df5261368a,120648dd8e52c0afe021df64a3f63eef96551fdf7a48ab7c89829d17f7fb9bda,AAPL,2018-04-21T11:54:33.053000+00:00,2018-04-21T01:56:56.006000+00:00,0.20689655172413793,weak_overlap_candidate,pilot
01a30da933ca6d7d,726a8b3e19d13a7bc1a4bfd5f41d4bcf00f2eb7aafcdc18b51ea81be0b0b4a2c,AMZN,2018-06-19T16:39:45.004000+00:00,2018-06-17T20:30:15.093000+00:00,0.22857142857142856,weak_overlap_candidate,pilot
026256de0d4d70a2,577bcaf32a5c14dc8043836499e3c314a656d684582005c72c578c8cfb45ef2e,AMZN,2018-07-16T09:14:57.013000+00:00,2018-07-12T14:56:29.012000+00:00,0.06896551724137931,weak_overlap_candidate,locked_check
039ed86df2b671a6,667b5ec4f753d324e2fb50a64780fb0fbec8f19386914837df2cdf0af20f6161,AMZN,2018-06-28T17:11:30.015000+00:00,2018-06-24T10:22:31.008000+00:00,0.21428571428571427,weak_overlap_candidate,pilot
03f65c5d63144c44,921029e00e82e7e36c693023ae1bbc00fc7dcb48ab3343bd5543e89be4f8b58c,AMZN,2018-03-13T14:53:00+00:00,2018-03-10T13:42:03.003000+00:00,0.125,weak_overlap_candidate,pilot
0447c9e7726cd05a,1cbcf69483668f5ad0930d519d428ca5dcacebad9d0c3feaa2b75b3b14ddfb06,AMZN,2018-06-17T20:30:15.093000+00:00,2018-06-17T16:12:16.071000+00:00,0.1956521739130435,weak_overlap_candidate,pilot
066352cb8589c1fe,412c478e297a67f19f5280ac5b42bff9d57730e00a255800e5e73c79dba9f082,AMZN,2018-05-01T14:28:46.003000+00:00,2018-04-30T13:26:00+00:00,0.041666666666666664,weak_overlap_candidate,locked_check
0729fda8258e9875,5fd90e5212b8de19fca18609836257851084af2dc47881170d7374675fa4c127,AMZN,2018-04-18T10:46:43.005000+00:00,2018-04-16T18:30:27.013000+00:00,0.11627906976744186,weak_overlap_candidate,locked_check
10216351d7321d24,3a3d83aeb6c708bebb986bc1c51bcb42bb157d668c9fb7e4d0f886fdee8102e3,AMZN,2018-05-03T13:12:00+00:00,2018-04-30T13:26:00+00:00,0.19230769230769232,weak_overlap_candidate,pilot
