record_id_hash,file,year,ticker,relationship,evidence_field,target_term_detected,provisional_method
5b09eab1a1ab814cdee5c8be82fcd5d07dea0725ec78ca9f7922cc9e1ce2c503,all,2010,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
b0fd0882b198a410786992398edc72799ebfcdf22b6dc0b535c7a3e7685f0e36,all,2015,AA,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
2e3c45c8c996e2738a7d9c21466835e31cb68f79407f59036f406e547b17d268,all,2013,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
49b808154fa1c0c95ad74d9fdd30033adf1f8a219a65eb1f5946ca66cc70715d,all,2012,AAP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
1c99d8df33b1ff5c0ec9e6e6adec57b4f1d915bfe2b64ac7895a65e1c209955c,all,2014,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
e403a3e94047848fe8f4aaad08922f5a21ca61b0669129479620458cba4f0033,nasdaq,2023,WSO-B,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
6ecb23d4fb721e50b5f04503481c42b006e9a3c489bca9e7f218c2186921a0b9,all,2012,HP,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
de018a8effd613470dd8e296c4318950b46b27c63d6d39c32e5dd4515b539374,all,2013,AA,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
c2611bd0f70c1e194fa719f61d0852cc774e97e54eadd406449035fd2073b293,all,2014,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
c033a5138f59d83917334d802214ea6dcca049cf1116669a7e5f51e7ba37b117,nasdaq,2023,GSEE,INDIRECT_OR_COMPETITOR,title+body,False,deterministic lexical identity audit; not human gold
86195485fb0907a7140fd6a149e5d4867a87dea31567f8d5623f08864d0afca6,all,2019,HP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
9272c274bdd6e70f00509cdb9def59600599535c5fc632252a0b58cd5c6c710c,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
2101420cf4f04efc7a00692ae0bd66517e201354184dba4aa8d836c004dea7f4,all,2016,AA,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
7ab53bd507150b584f249901434875c8b4c4d9d52c55368c9eab1397fad2d5ff,all,2013,HP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
6fa5dcc287ee8990474340e1e9e033b171e2b0e352e3286be7984701ef8b8956,all,2012,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
db275a0e54551b62d108d9867f7cd6a3fa60384023779a7ffc0ad4340a7d70a1,all,2017,AAOI,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
bade10f897f16b99a007ef11d51f68d5bf9f8867053abe42bbb70d2fbcd864bd,all,2015,HSBC,DIRECT_TARGET,title,True,deterministic lexical identity audit; not human gold
57e937bd2d17e2684f7ab901c88e17c12e27c2b7fbbe3b50d9a4ab37c4c8ce9e,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
c82da207aacc0c3c9c555fd7c978c4dcf20ec14fea8f78fb4400e0f4cdabcfb5,nasdaq,2023,WSO-B,INDIRECT_OR_COMPETITOR,title+body,False,deterministic lexical identity audit; not human gold
320fa03eae252e5a1dea4490d9846f4388a144a93fd1bd7dfb57c2c0c8af3a78,all,2009,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
bd4c6f81f549e298add76f669de96645789206e582954b459df134c9b97cda53,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
602dbbb6930e1f9939b55a77102c3758e8b1c6c352a3c7b6db0f1307c6b443f0,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5b9be75f86a3d72b6af748479e7977beaa64d5081a4b3f1547378b2735d07715,nasdaq,2020,BBD,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
13dd59dd8a90886e2e1680010266eeed9bf932795f1d50b76a76d776ed5efbfa,all,2017,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
62f1577e1976d3db3b85ccf1f4b526585b79f4e787bd3e6ec0ce4ca16945641a,nasdaq,2022,PM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
dc96c3b014368993c2302b5070625def33dc8894743adff1bb8e5b1784f6a72a,all,2015,AA,DIRECT_TARGET,title,True,deterministic lexical identity audit; not human gold
6d3c81145c6df5f790c777f8ba8f03f216dda265ec08e15690c347b2bcb7cf26,nasdaq,2021,CMG,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
d6a2c539ab4b9988eee6bd3da0e5b1b603958a2c102941e27e8420a0d9fbf518,all,2009,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
274a8014761972ff615ea8bdcf981f22c3f50836e1e36c0c26917af0ead881bc,nasdaq,2018,BBD,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
c185c7d09daf4f49fafb82629d05dda7a5c67bbf3a9c939bcd4e8f14c8a1b386,all,2012,AAP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
29ce0b70341f93d085e021e829cd73ce66fa4d3a9fe12c40dea32ca687c92393,all,2013,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5437ac716c026bf1be7d506a4f3a5fef464f8b931101fb39d3e788867ddf6a3f,all,2017,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
3dee1ae8209f67ccfce1705f629da30871257d2dbc2061a2ef1a5a8da091dc25,all,2010,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
c60b796741fd7276b577ff25071281b5ef96730acec58e7f8a4d9d6e9e20a550,nasdaq,2022,PM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
861b6464c1ba77b0fc7402e4959c72c903055f376c71b677826d299863d5b961,all,2010,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
cd8c65c2adef63f79474d74584d8ea076418e389009bbb8b32263befe8e70559,all,2015,AA,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
c4dd5f99648d0416ca30e9aabb8dd3b6da1edf9302cc216fedc15f3044a20d13,all,2016,A,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
abce1d2f5192230b84b76af3f8ff6ab7f352c1a48be9aaef4c2e70d6f3362787,all,2014,AAP,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
e483905921f29ab4b2bf3e7df1cfe3d8f030e483a11dd99d1ccd62e1f8057d50,all,2017,HSIC,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
95468335b7ed378168df2b712ac0fd967ce663038fc91347cea11e2f50589f0c,all,2018,HRS,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
ad35e7b82a279b0842034b71e85186693557201973a0471a18a3e4f13f6d0683,all,2013,AAP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5684b5c98812a955a3f57addb99f1a364a7aa3aae836eb7c8414acd8facb5e0b,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
6baf10fad8f8037156d6fe6521f11f783a4163d1e0dd0d0711764aca79c653a2,all,2013,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
2719ee6b234fa6aabd78334b92dbf428837688e9f6454f9e705f73aec3809314,all,2018,HSBC,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
f17832cf6efbb30145b93fe5730f346889edb51cff6b7020fdcfdac7720997f3,all,2019,AAWW,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
96e928eb8241c5e96ab7f1e568f2095d0febb8e40dc88f187640aba7ad6c9b50,all,2016,AA,DIRECT_TARGET,title,True,deterministic lexical identity audit; not human gold
9738088ef1b6806f4a481a4150a2cef1b68bbc4482b62f68479782b2c444ce6b,nasdaq,2017,TM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
4c4cf340c8e83a9599746c479f74f5ceae830497006c8c19ab8a02688c050df8,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
c89cc62502bf96050755ec121cb82c2d3741fe279f3bcb6a16c1d78929a43a64,all,2013,ABB,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
1a3e3e666f286d5bd27eb9c8fa117464b5d3760539c828da5e27264260a1dfb2,all,2012,HP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
9003bae49036a973f326ddd11fe58619427470918ada881c2372c76c23f9f197,all,2014,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
52225f0cb98fbce3f4739f42492cf4ff552a35a0a00ebb78ea9fe0463e26e8f0,all,2010,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
efe2e28c19cc6f10d44c786e85776e4c93770d92e88a6914cee56b2a3b176c6a,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
62b33c5ccbd49c3075e762401aa6bf7e90137a466b0f6394b4002b4155395d20,nasdaq,2023,A,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
47e27c29f2e65b202ff8bab2a0b426b86b43d3038915c971442e8e74a0fb2dcf,nasdaq,2023,A,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
fffc30f4106e7b912fb825a97d8122289efbcb005d6e6df857dc89832924f38f,all,2015,AAP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
7a9d693269562711ac6a74c22159286197a13ebd54f5b0f52d713cad18d50358,nasdaq,2015,BBD,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
5e00a2cba74eeb0a062eb7551449db1d5a2f70d14d016362400c69f1c24a8e9a,all,2010,AAWW,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
bf75320ad347c64019590b23d0ab1915c06000d5bfb1b00408eb6e8c75b2d768,nasdaq,2014,BBD,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
aa32a90cadfe07537e0508ce3dcd5c060cb4727ebae257ff1177fc3402d3f399,nasdaq,2023,A,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
8d2ba91233989b18ec9a9a0e307a89e354a1af2513cb3979aa46f780c33e9df3,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
e62f450741864af0256e48bd44c27399c2dc216dafcbc0dccc9c494f1c23fe18,nasdaq,2022,PM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
dd13fe3daf7a6a0f085a410e44e536012d219336016a541d34c58b62610d57df,all,2012,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
e982b0e994560c85b641c9313a5024332d977f5301048a439a3bfa693e166c37,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
e303b44207723dd9d38b6e389758fe71c8e2811cc19786e6789b97c495160212,nasdaq,2022,MSTR,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
7ffee8287e885deaa08a712b24f16b1d609fc28df214ef98c183bda4397b2553,nasdaq,2017,TM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
9f5693fe279ba61de3c40a72ec2e3ccefd706aea563a162866460a362bd58bbf,all,2018,AAOI,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
00eb7cc38ca261fd80f17cf62f9e4e7d5050eca5d43ac20846beca97cb6475be,all,2016,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
9733b28bf5ec600d6ee05986405875bd06a42b4dedf4171ab1d59c3fc1d1f1b1,all,2014,HSBC,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5bde2ea027835235a659b812097b5bc2e53baefbd2ef5a7deb38bfbeec0c5061,all,2013,AAOI,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
d42af836d37a4aa870bd983c69335879c223bfda92611b07cb0afb366b681619,all,2014,HQY,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
89b6089885e653269d387b1d78ad7c34788b709969faff1a1eb3ad2971ec2c7f,all,2010,AA,DIRECT_TARGET,title,True,deterministic lexical identity audit; not human gold
f3c5245fb11e039e9000f19b4cc4e0cf20762b21f1b2e6d173a2ffc4c4f69e01,all,2020,AAPL,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
040ef849f0459c8029edd3c8337c6e03e7c5b23fd4f395427901f947601ae501,all,2017,AAP,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
ac31caa162bf74d3ece941d65c6e7f4e0dc5240b61cf9cd743a6c2d2c71e1537,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5faa36df80c7689d3124385d74c47845aa0b2aaacfa83ec8887faf67665e24a4,all,2017,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
e953c0c43807c0ce2ce58faa8bad299306da7715097de00ead4a701d1b5adfe4,all,2017,A,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
db6b984e6e050f16c9ca69cfe07418008bd892fcaae2c75ea3e910c9c40ec26b,nasdaq,2023,WSO,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
a61d1f7ca853aaa59b82dc13ca285607fd56a8f0b0fd9468b17bba0828bc2112,all,2011,AAP,DIRECT_TARGET,title,True,deterministic lexical identity audit; not human gold
0ab31b856ddb79d8ef74f35d76a54e06911354ab7fceb62712f998f825895782,all,2012,AA,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
04288a67fffabde66e000ac77b6bd293c2f710f95b0dfaf989d36f5007bfdf86,all,2018,HSIC,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
35bc686f65b7358e40d008dffed1ad670b63d4678cc5872919d2809b90b21567,all,2015,AAMC,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
036b42227333fb7098d6c2f91f157fb8f6fe80a20cd589d927f166243504c23f,nasdaq,2018,ENVA,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
f8074f050d19e47430e82d78f64755cd5dd0b8916c3cc8da6001bea29a37c6d6,all,2017,HSIC,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
5c112b752c1ba140f29925ca510d804bfab5467a6de345def822bfb83cd57e69,nasdaq,2023,GSEE,NO_EVIDENCE_TARGET,title+body,False,deterministic lexical identity audit; not human gold
ac902e2be88c2eb89d4a21e4f92988da03da4e340d3b6b16296048af102cca90,all,2020,AAPL,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
a79ce0ea3db48bd36760bc249dda8aac272d1656adfe1b27d844c2b347163ed0,all,2019,HPQ,MULTI_COMPANY_INCLUDES_TARGET,title,True,deterministic lexical identity audit; not human gold
5c3ef13a1d368947b79db729a7e90f88067a977f552046129fd0dbde800e67da,all,2013,ABB,NO_EVIDENCE_TARGET,title,False,deterministic lexical identity audit; not human gold
e6f979dfe547f3d5d67ae6244edfe40db9a7c247c90b84f98cdc236677048687,nasdaq,2021,ENVA,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
e219669ae6a8b78039c6ac6d71cf2bef8f6520c342017b5f7753436fc957b6ea,nasdaq,2018,TM,MULTI_COMPANY_INCLUDES_TARGET,title+body,True,deterministic lexical identity audit; not human gold
