file,year,source,records,title_available_fraction,body_available_fraction,summary_available_fraction,publisher_available_fraction,author_available_fraction,url_available_fraction,body_length_p25,body_length_median,body_length_p75
all,2010,www.reuters.com,20,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
all,2011,Abe Raymond,7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Above Average Odds,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Allie Wickman,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Angry Bear,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Anna Gerardi,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,António Costa,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Benjamin Lee,16,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Benzinga Staff,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Benzinga Staff Writer,14,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,BenzingaStaffB,9,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,BenzingaStaffJ,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,BenzingaStaffL,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,BenzingaStaffT,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,BookingAlpha,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Brett Callwood,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,CEO World,18,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,CarpeDiem,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Chris Versace,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Covestor,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Craig Jones,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Daniel Hayden IV,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Daniel Ho,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,David Johnson,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Design Taxi,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,ETF Professor,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,EconMatters,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Eddie Staley,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Emily Austin,7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Forex Mansion,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Franklin Price,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Fred Fuld,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Gary Cassady,7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,General,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Gordon Wilcox,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,GuruFocus,12,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Hilary Farrell,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Invest With An Edge,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Investor Ideas,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Investor's Business Daily,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Joe Young,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,John Harris,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,John Thorpe,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Jonathan Chen,19,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Juan Lopez,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Kevin McElroy,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Lisa Levin,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Louis Bedigian,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Luci Morland,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Lydia Davidson,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Mark Riddix,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Matthew Kennedy,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Michael J. Zerinskas,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Mike Kulej,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Minyanville,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Monica Gerson,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Nelson Hem,18,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Nick Smith,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Options House,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Patrick Henderson,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Paul Quintaro,15,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Phil Marsh,11,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Roger Nachman,11,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Roger Nusbaum,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Ryan Mallory,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Scott Rubin,7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,SmallCapVoice,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Steven Anfield,8,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,T3LIVE,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,The Disciplined Investor,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Theo Kratz,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Triple Pundit,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,Zacks,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,inthemoneystocks,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,moneyshow,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,optionsXpress,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,tradermark,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,webmaster,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2011,www.bloomberg.com,20,1.0,1.0,0.0,0.0,1.0,1.0,890.0,1805.0,2663.5
all,2011,www.reuters.com,20,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
all,2011,ycharts,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Allie Wickman,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,António Costa,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Benjamin Lee,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Benzinga Staff Writer,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,BookingAlpha,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Brandon Pilzner,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Brett Callwood,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,BrianSozzi,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,CapitalCube,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Charles Gross,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Covestor,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Craig Jones,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,David Johnson,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,David Trainer,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,David Tumm,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Delores Land,5,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Dwight Einhorn,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,ETF Professor,12,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Eddie Staley,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,George Vieira,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Gordon Wilcox,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,GuruFocus,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Hilary Farrell,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Investopedia,11,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Investor's Business Daily,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,James Hunter,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Jay Wong,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Jeff Uscher,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Joe Young,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,John Harris,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Juan Lopez,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Katey Stapleton,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Ken Shreve,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Larry Doyle,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Laura Brodbeck,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Lisa Levin,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Marcus Goncalves,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Mark Raymon,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Matthew Kanterman,7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Matthew Kennedy,12,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Michael J. Zerinskas,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Michael Matthews,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Monica Gerson,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Neal Goyal,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Nelson Hem,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Paul Quintaro,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Sam Mattera,9,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Scott Rubin,6,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Small Cap Network,14,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Social Market Analytics,5,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,TTT Hedge,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,TheStreet.Com,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Traders Huddle,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Viktor Puskorius,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,Zacks,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,inthemoneystocks,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,investingdaily,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,moneyshow,5,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,webmaster,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2012,www.bloomberg.com,20,1.0,1.0,0.0,0.0,1.0,1.0,1294.0,2525.0,5338.0
all,2012,www.reuters.com,20,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
all,2012,ycharts,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Alex Biles,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,António Costa,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Brantley Foster,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Bruce Kennedy,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,CapitalCube,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Charles Gross,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Clay Wyatt,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Coцсети,6,1.0,1.0,0.0,1.0,1.0,1.0,1382.75,1806.0,2216.5
all,2013,David Johnson,5,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,David Pinsen,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Dwight Einhorn,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,ETF Professor,8,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Eddie Staley,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Erika Janowicz,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,GuruFocus,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Hal Lindon,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Investopedia,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Investor's Business Daily,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,InvestorsObserver,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Jake L'Ecuyer,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,James Hunt,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Jayson Derrick,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Jim Probasco,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Joe Young,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Jonathan Yates,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Juan Lopez,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Laura Brodbeck,10,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Lisa Levin,12,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Louis Bedigian,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Luke Jacobi,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Matthew Kanterman,17,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Matthew McCall,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Minyanville,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Monica Gerson,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Nelson Hem,16,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Paul Quintaro,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,PreMarketInfo,9,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Sam Mattera,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Sang Lucci,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Scott Rubin,11,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Small Cap Network,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,TheStreet.Com,11,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Tim Parker,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Zack Armstrong,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Zacks,20,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,bret.kenwell@benzinga.com,4,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,investmentcontrarians,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,lenta.ru,20,1.0,1.0,0.0,0.0,1.0,1.0,1031.25,1260.5,1510.75
all,2013,pconfidential,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,riddock57,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,webmaster,18,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,www.bloomberg.com,20,1.0,1.0,0.0,0.0,1.0,1.0,2224.25,3371.5,4848.75
all,2013,www.reuters.com,20,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
all,2013,ycharts,3,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
all,2013,Белоруссия,4,1.0,1.0,0.0,1.0,1.0,1.0,1835.75,2192.0,2538.5
all,2013,Бизнес,20,1.0,1.0,0.0,1.0,1.0,1.0,1138.5,1272.5,1387.25
all,2013,Вещи,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
all,2013,Все,20,1.0,1.0,0.0,1.0,1.0,1.0,1203.25,1386.0,1548.25
all,2013,Гаджеты,6,1.0,1.0,0.0,1.0,1.0,1.0,1304.75,1373.0,1524.5
all,2013,Госэкономика,20,1.0,1.0,0.0,1.0,1.0,1.0,1391.0,1602.5,1904.25
all,2013,Деньги,3,1.0,1.0,0.0,1.0,1.0,1.0,1359.5,1413.0,1491.5
all,2013,Достижения,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
all,2013,Еда,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
all,2013,Закавказье,7,1.0,1.0,0.0,1.0,1.0,1.0,1413.5,1562.0,1992.5
