stage,block,stock,seed,method,C
preprocess,573_AMZN_3,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_3,AMZN,573,NO_STEM,0.1
preprocess,573_AMZN_4,AMZN,573,FREQUENCY,0.1
preprocess,573_AMZN_4,AMZN,573,NEGATION,0.1
preprocess,573_AMZN_4,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_4,AMZN,573,NO_STEM,0.1
preprocess,573_AMZN_5,AMZN,573,FREQUENCY,1.0
preprocess,573_AMZN_5,AMZN,573,NEGATION,1.0
preprocess,573_AMZN_5,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_5,AMZN,573,NO_STEM,1.0
preprocess,573_AMZN_6,AMZN,573,FREQUENCY,1.0
preprocess,573_AMZN_6,AMZN,573,NEGATION,1.0
preprocess,573_AMZN_6,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_6,AMZN,573,NO_STEM,1.0
preprocess,573_AMZN_7,AMZN,573,FREQUENCY,1.0
preprocess,573_AMZN_7,AMZN,573,NEGATION,1.0
preprocess,573_AMZN_7,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_7,AMZN,573,NO_STEM,1.0
preprocess,573_AMZN_8,AMZN,573,FREQUENCY,1.0
preprocess,573_AMZN_8,AMZN,573,NEGATION,1.0
preprocess,573_AMZN_8,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_8,AMZN,573,NO_STEM,1.0
preprocess,573_AMZN_9,AMZN,573,FREQUENCY,1.0
preprocess,573_AMZN_9,AMZN,573,NEGATION,1.0
preprocess,573_AMZN_9,AMZN,573,NUMERIC,1.0
preprocess,573_AMZN_9,AMZN,573,NO_STEM,1.0
preprocess,574_AAPL_0,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_0,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_0,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_0,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_1,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_1,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_1,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_1,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_2,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_2,AAPL,574,NEGATION,0.1
preprocess,574_AAPL_2,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_2,AAPL,574,NO_STEM,0.1
preprocess,574_AAPL_3,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_3,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_3,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_3,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_4,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_4,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_4,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_4,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_5,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_5,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_5,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_5,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_6,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_6,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_6,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_6,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_7,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_7,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_7,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_7,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_8,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_8,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_8,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_8,AAPL,574,NO_STEM,1.0
preprocess,574_AAPL_9,AAPL,574,FREQUENCY,1.0
preprocess,574_AAPL_9,AAPL,574,NEGATION,1.0
preprocess,574_AAPL_9,AAPL,574,NUMERIC,1.0
preprocess,574_AAPL_9,AAPL,574,NO_STEM,1.0
preprocess,574_AMZN_0,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_0,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_0,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_0,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_1,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_1,AMZN,574,NEGATION,0.1
preprocess,574_AMZN_1,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_1,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_2,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_2,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_2,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_2,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_3,AMZN,574,FREQUENCY,0.1
preprocess,574_AMZN_3,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_3,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_3,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_4,AMZN,574,FREQUENCY,0.1
preprocess,574_AMZN_4,AMZN,574,NEGATION,0.01
preprocess,574_AMZN_4,AMZN,574,NUMERIC,0.01
preprocess,574_AMZN_4,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_5,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_5,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_5,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_5,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_6,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_6,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_6,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_6,AMZN,574,NO_STEM,1.0
preprocess,574_AMZN_7,AMZN,574,FREQUENCY,0.1
preprocess,574_AMZN_7,AMZN,574,NEGATION,0.1
preprocess,574_AMZN_7,AMZN,574,NUMERIC,0.1
preprocess,574_AMZN_7,AMZN,574,NO_STEM,0.1
preprocess,574_AMZN_8,AMZN,574,FREQUENCY,0.1
preprocess,574_AMZN_8,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_8,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_8,AMZN,574,NO_STEM,0.1
preprocess,574_AMZN_9,AMZN,574,FREQUENCY,1.0
preprocess,574_AMZN_9,AMZN,574,NEGATION,1.0
preprocess,574_AMZN_9,AMZN,574,NUMERIC,1.0
preprocess,574_AMZN_9,AMZN,574,NO_STEM,1.0
preprocess,575_AAPL_0,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_0,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_0,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_0,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_1,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_1,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_1,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_1,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_2,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_2,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_2,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_2,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_3,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_3,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_3,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_3,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_4,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_4,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_4,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_4,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_5,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_5,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_5,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_5,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_6,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_6,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_6,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_6,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_7,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_7,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_7,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_7,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_8,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_8,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_8,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_8,AAPL,575,NO_STEM,1.0
preprocess,575_AAPL_9,AAPL,575,FREQUENCY,1.0
preprocess,575_AAPL_9,AAPL,575,NEGATION,1.0
preprocess,575_AAPL_9,AAPL,575,NUMERIC,1.0
preprocess,575_AAPL_9,AAPL,575,NO_STEM,1.0
preprocess,575_AMZN_0,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_0,AMZN,575,NEGATION,0.01
preprocess,575_AMZN_0,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_0,AMZN,575,NO_STEM,0.01
preprocess,575_AMZN_1,AMZN,575,FREQUENCY,0.1
preprocess,575_AMZN_1,AMZN,575,NEGATION,0.1
preprocess,575_AMZN_1,AMZN,575,NUMERIC,0.1
preprocess,575_AMZN_1,AMZN,575,NO_STEM,0.1
preprocess,575_AMZN_2,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_2,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_2,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_2,AMZN,575,NO_STEM,1.0
preprocess,575_AMZN_3,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_3,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_3,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_3,AMZN,575,NO_STEM,0.1
preprocess,575_AMZN_4,AMZN,575,FREQUENCY,0.1
preprocess,575_AMZN_4,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_4,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_4,AMZN,575,NO_STEM,1.0
preprocess,575_AMZN_5,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_5,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_5,AMZN,575,NUMERIC,0.1
preprocess,575_AMZN_5,AMZN,575,NO_STEM,1.0
preprocess,575_AMZN_6,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_6,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_6,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_6,AMZN,575,NO_STEM,1.0
preprocess,575_AMZN_7,AMZN,575,FREQUENCY,0.1
preprocess,575_AMZN_7,AMZN,575,NEGATION,0.1
preprocess,575_AMZN_7,AMZN,575,NUMERIC,0.1
preprocess,575_AMZN_7,AMZN,575,NO_STEM,0.01
preprocess,575_AMZN_8,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_8,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_8,AMZN,575,NUMERIC,1.0
preprocess,575_AMZN_8,AMZN,575,NO_STEM,1.0
preprocess,575_AMZN_9,AMZN,575,FREQUENCY,1.0
preprocess,575_AMZN_9,AMZN,575,NEGATION,1.0
preprocess,575_AMZN_9,AMZN,575,NUMERIC,0.1
preprocess,575_AMZN_9,AMZN,575,NO_STEM,1.0
