method,C,rho,inner_fold,n,BA,Brier,MCC,accuracy,predicted_up,constant,seed,symbol,fold
B1,1.0,0.0,1,241,0.660914760914761,0.24849934206767713,0.32083056591160564,0.6597510373443983,0.4979253112033195,False,573,AAPL,1
B1,1.0,0.1,1,241,0.660914760914761,0.24797783304087379,0.32083056591160564,0.6597510373443983,0.4979253112033195,False,573,AAPL,1
B1,1.0,1.0,1,241,0.6557519057519058,0.251896095185816,0.3106010869063081,0.6556016597510373,0.5103734439834025,False,573,AAPL,1
B1,0.01,0.0,2,240,0.5916083916083916,0.23682015884389376,0.18260486906706513,0.5916666666666667,0.5083333333333333,False,573,AAPL,1
B1,0.01,0.1,2,240,0.5954545454545455,0.23678336751663182,0.19030453673946288,0.5958333333333333,0.5125,False,573,AAPL,1
B1,0.01,1.0,2,240,0.5706293706293706,0.23604683519647748,0.14125874125874127,0.5666666666666667,0.4583333333333333,False,573,AAPL,1
B1,0.1,0.0,2,240,0.6013986013986015,0.24065609582762876,0.20557616928099792,0.6083333333333333,0.5916666666666667,False,573,AAPL,1
B1,0.1,0.1,2,240,0.602097902097902,0.24044710323091975,0.2063720198801441,0.6083333333333333,0.5833333333333334,False,573,AAPL,1
B1,0.1,1.0,2,240,0.6087412587412587,0.24102890969876753,0.2180091195450513,0.6125,0.5541666666666667,False,573,AAPL,1
B1,1.0,0.0,2,240,0.6227272727272727,0.278153815240317,0.24843452180202297,0.6291666666666667,0.5875,False,573,AAPL,1
B1,1.0,0.1,2,240,0.6188811188811189,0.2763883390661935,0.24029618753167464,0.625,0.5833333333333334,False,573,AAPL,1
B1,1.0,1.0,2,240,0.615034965034965,0.27671433955300817,0.23219870441301496,0.6208333333333333,0.5791666666666667,False,573,AAPL,1
B2,0.01,0.0,0,241,0.5964260929909785,0.23546574473639387,0.1939454534496814,0.6016597510373444,0.5684647302904564,False,573,AAPL,1
B2,0.01,0.1,0,241,0.5735253296321998,0.2364079396826159,0.14705065926439972,0.5767634854771784,0.5435684647302904,False,573,AAPL,1
B2,0.01,1.0,0,241,0.5726231783483692,0.24621291341171567,0.14470510139748194,0.5726141078838174,0.5062240663900415,False,573,AAPL,1
B2,0.1,0.0,0,241,0.6367800138792505,0.23516921357512416,0.27655089811810385,0.6431535269709544,0.5850622406639004,False,573,AAPL,1
B2,0.1,0.1,0,241,0.6193268563497571,0.23468750678346964,0.24200209676864132,0.6265560165975104,0.5933609958506224,False,573,AAPL,1
B2,0.1,1.0,0,241,0.6084316446911867,0.260038514601218,0.21635341025639082,0.6099585062240664,0.5269709543568465,False,573,AAPL,1
B2,1.0,0.0,0,241,0.6616932685634975,0.26607377463126747,0.32316235232561286,0.6639004149377593,0.5394190871369294,False,573,AAPL,1
B2,1.0,0.1,0,241,0.648056904927134,0.2633543269477022,0.29658757577417755,0.6514522821576764,0.5518672199170125,False,573,AAPL,1
