review_id,article_group_hash,sample_hash,relation_stratum,year,source_files,body_class,field_class,row_count,record_count,native_ticker_agrees,semantic_review_decision,independent_reviewer_id
AMZN-FNSPID-018,b51e3fca0fc82b3726f90ed7d6d0bfe35228ec2beba90fdea470f09d8d6a8093,02df0841e2ea0ae0222374502be6265116622a5a899095094b47fa5d442196e1,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-019,fbc0d22265e7694c45aa02fde61504f835a5eb5e9a9cb6badfc933c2d9d2deba,02fa9a587e4875f3ffbb16e84bbc5f7e0dbbcd5faf648d5c5ca9a223057d9991,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-020,ad82d0891b7782abc92290a17f49ae017546b6619852289131760c7b7b942840,042779f2a99e2dc57afc64ec1ca33f0da37d8b645f824717b3fa9aa953664746,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-021,d72559b9102800fec2160a457e52dd8c85d91eb19d669862ed516449f573d2a7,0447846744dd45079581edd0a99250b646ac9b009c965fe224d3f3d50b34327c,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-022,e2b83286e77a66cc1a03c8e1c03d6b009408f469bd8aef53fcf21aa514f19335,0495caab96b8f52d046d203e4f072045ff686b02c981f0f44bc3414fa0b5db0a,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-023,b6c2ac1730622768dcdf71f4e85ae7c1ab82ac5885f3f7856e2b3cb8dca3409a,04cf0038d18b17b83fff25d0ceb7c1b6ec756e9a070162483d39bdd1ca08dc46,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-024,a3b4d83bc844412f7a8d5d37035e700a73071fbdbd3d87d146df01f99744cbd8,050bc577311441d2604b974b100a0bf214acec1ec1a1c4d87175ad919aa10438,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-025,9481e5bd62a3ba1901d4e6cfc7ab54230cbf2eb1b5b6a0a89c1aef2d785ccdba,050fc768006e76e567ce832f421bd3835f306c7f74281543e909243323191c42,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-026,ed5df744bba835d815dbfe607621f9e5797dc7965fd517986422e6920c5567d1,053e745c84b80124ff4023236a7cac028e6ddcc3bfad634aaad1bce3ec9dd682,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-027,2a2e2e7543799dc92b53ab59fb1007cda7b7d9dc565314c5197c586f4b99fba2,0551ba36a1601c27b8e150618c4c1fbc76c74f3d408eafc8ef1138694fbc827d,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-028,a2e3641c86d8495157ca8d3c38c94cb4171d3ea45d88758e0ebb55a728c9effb,05ace4d17a2245b7eb0281f1d9f25ab0f6832d4265155062fea3fff71c517fe4,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-029,164f323b66d0cf6becabd66aacb8f5a0ddbf5704afca2f9a579ebc7cdd3b028c,05cc0ef6981f91f353b0320e144414f0e289f9b09a2c179538cba84839a74a93,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-030,b825ba438dd4a1ee057599c45513d866ff7b1ef6f7032c1357584549d923855c,05fb2e64dd7dac15b3f70209117f16e407faa73ee0d0f95fbe3c1844b7605306,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-031,61722105d34ecf9de950694615110de9f0f1d624956e5c4f6ae609ff927d2586,0647adf3d8acbd676b5b80e712519f491f9ff06510dab5fa79d6409bf647a067,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-032,33bfbb5e4b7c5fb8ed82ddb683b46a2b8c3e0a8f77be2385cc5a7e3a42a5b2d2,0662cc8090013916a4c2b4306f068eec08c3134a082847ba371f5f86cf376347,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-033,64b82040b7c04ecf3ed4278e3e17253d286d379d06b8a91d14ae1c8ac099ed29,067770c4ed77bb666601ceb89ff593e900ac234c769b0c57d86725ac7419ca30,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-034,793f819eaa845a017e6f9402ff42991d31c6b70b9986b2d385c3a8aa2148a397,0691b6edb51693f93ec1204bce266ed2523702f027ffb93714d4f5f4660c57ba,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-035,6450106f77a66d2e603643f6160507820402994b571c78c9d302ed184377916b,0743b433572a08a59f65609d0abb684c2eac9ee26b7fcedd5a12947552cea6fb,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-036,fe357ef01a98dec6aacea65aef3ef83f67081da211c82e14c6e08b57d2bc44aa,075b04efa1e4e649c280b494cf6f9937bbf72cb58c2cd2823e7912e2a0a324ce,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-037,5fc7210ad5017e4479f61a6d0b843724aee86a1986b6f5daf7398f03db255f31,0765ad8a0c31825b5381de175da19d2c4831a818d03bfbe13ddf771ade832964,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-038,6d91c71074fc47f9b7486cf798db60fdfdeeceb1bbc2403fc9e750feca3e7ced,080cd43208fad2e1917f483d6df90c1ac3bf0d8cffe7f6636a2545146a7c612f,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-039,2a2830d3b437bb219916255cc2d7c8a31c4ba0edeb9a80a64f7e6cb95ecaab98,08596939c9f8d00d26d1d389781c2d5337b477f83926726e9b51cd9731df691c,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-040,fb9c9e1262e14ef5dd02bc774a51a12d8e4a79fd169174effcfea45817d06501,0889fb704793acba304b5ec7b3936d2b3f499dee426a0f59760e454bc5611508,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-041,461d450ac8b7e10dfb9004d0b1b4d0a510e2a776d0ac463452305a409866da36,08f284c9300496fce45bc0811fd19a6343941f941cd2505101e6b7f406ac6440,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-042,9d941be5aba8845e707785dcfe6070ec4f60de0c169f07a5836790103b919956,09b82c2c8b4ec1589d7e67d282f2e16df23296b14f5d024696fee3019d5104fa,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-043,8f4c470416235141c8a8b9185f7287de39d9ffa51568b724fb358fcd0844d01f,09ff455d55b956814b92ec1fc226d7ad6eaba11d96961a763257658168a6bcf6,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-044,cb15d3d80c9c230c78301db9891bc1ce69c923a310320e32f736aeacc71f2f2c,0b76b8347da68a717aa0cf268ab38329be17f4b5ddd59029dd769f457a4d8d38,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,BODY_ONLY,4,4,0,,
AMZN-FNSPID-045,bf7e3bf61d4f34a5d0999bbcabc95c019f245edae2831e0c91b4a31c692e2c6c,0ca7f3b38a1c4f31bc6a0585b84d2baf1072868997f1a6dff057ea679bcdcfb0,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-046,d8ca7fbd066383e1c99a59f22b208e67a1385c0591d65fcbd6ef2d306baef509,0d2de6197fced81a7f784f8fe59170dbdcaa0c64dd75182a7d3e04eba89134e5,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-047,f9a944c06ca753c0898e426519c40cda464608a3acc933170dd0b2f5e808cbb4,0f30060a713380e2fd1a29babc3c8a8113c567d06a0841fdcd31a17e42c56b46,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,4,4,0,,
AMZN-FNSPID-048,1d22447662c9d97c50065054cf9d3f66fcc3a79a20900f325c26a791e87e7f74,0f987c2b36e129f7e41ac2293f3b885926aaa2d9e9a9c3ca86d6c802f44fa03c,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-049,55b0f0a902a929db6ae0a4e5a112f0aa308c0defc90473bdf10114cbde38ee71,121374835d3891670d9bf65888707b867a4531b51b622c84d4544473b427e463,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-050,5371a359b90c970bd90464a5636820735e6f2e3a1df6259b3e5bc55b50b1fcab,1284ea7a033a6d7d0a8acbdede634adc03f52ee4dbc2032a47ba4c788eb3ca26,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-051,03b304b52d3612da8fbd7cd37b4cb9afcd76aaa895aa7906f0ee4df48390f579,12c529c3ff3ec47c4c3756a808d5d79d533d6d28498dca1fa72ac04def0e50b4,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-052,c8cdd0e1732bde8eafc0bf00da220ce8f6265f52854241428b8e7bcd45730478,1595b4d67b6baaf3bfa331eafb67cf19f162116df34f120e4be5f220e228c1bd,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-053,b51fd621a753544c2ef938a348b43f369c406ea515bc017f60e2ab303cda26b0,177585692ed956074a9f17a1d8bf7b7423a43fd71dfd793fc0d941bca2b739dd,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-054,c4fcc646ab06a9bdc838d467f9af64e8cccbded3de30176622301f3ad1778f2f,179cb63212b89a9f0866d3117453191e319016930db7933f46e412b555af9136,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-055,3d55f2626dbf0fae158cb2e1ae30cd0884f87016fb14d99d9eab71ad4d0790d4,17f28d707ed41b95dd4964a0681bd756e920eda86c6d617fed7cdc4e6363029b,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-056,8fd97908afecf58f3f669b8292bcf5e1a9f00728b24241a9037f6c06405524c6,1a4d09e0e98f5e977af4ecfd078c7a76ff74e0865f100294f5eaa99b84dd806e,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-057,f9a020ddabec4ab86e6c83b965fc8f92548308d62f63c3dd10bc6426929f24ee,1a87819da2a30dbb7c4f1ca4058b8ccba07ea3611fa856a8576c83de62cde202,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,3,3,0,,
AMZN-FNSPID-058,ed1f7ed3aa3e73a4d4f068fabc1ee3bb19b52181efc5870c7cc2cfd4ee77002a,1be87cb197834ac0d39e23ac0b22c2c51bce4badb06033174c3c4d7fd3ca78de,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-059,ded075760dd9bc54507df11890d38ca510b3e5cfb684aac0a5d39ed7089ae732,1c5dcd130ad8118d1c4fa308c652cdcdb77cf5b1d6bae55296a5215d19cf7470,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,3,3,0,,
AMZN-FNSPID-060,4bbdd61595262e94a3f4f0cd4efd5b4b52fa87139aa5b75a28a1279489ca6568,1d4023bb91b443717b3c62cff4cbe9a3932c8cfd24396ea894efa20c4f124d48,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-061,8d9022748a3d62dcca340781f6c4c5b451229ac538c7fbcb9f4f6cdae80524d1,1fa169a35af6b123d80860d9bc313a40b285051441a45a59ebb7189e7c80f015,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-062,ca7af4432b1c16ba7b736df35ea4b9e92dcdd04922ffce6bd72ac04938ff10d3,28fdc7926d73644129ba07bc93c2dea856f9a4c94ef98b6b03043e0501c76ce4,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-063,22ed9bf624e254747d9212b1b3cd5a2a879b3863aa0e8b3fe0f010fb37e3aace,298312bfe705ad0c64e519ff8b0be1510a7e62e2e817bcb3a923a06bc05ab9fc,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-064,794b1e8e52b23469d1394bb2bbe26cdba3da09b843ab3a0292b98df20990bb16,2cbe2454f27f3b65d86f5900a81452670b2ea96bc0fc3de1162cb75db960a698,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-065,d97962041521f5c68f72accfef853fc4057f51b0cce3ebb9f2b200f65991daa2,312574b34ba4be06759ea2ac3bc4b007fe5478901d1b0f695e0b257bf82232c6,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-066,c448cbd54a521abe2a6c24b3bebffd99b899cb9dd36084eaa879e0faba594c4d,33f83deb8bdece1043a6e6f4068328312fa67237d01ed54dd73638cb69510173,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-067,c33ea50de6c24a3de6d9f6ccadf27c8c4419fa3bb502a8ed47655e743cc16996,35b9dd657491ab37700860be7504f027263e6c7ca00c8b14e39edc76d7271aba,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-068,9b517045f4c47687cf8e23d0854a92db4caceef5b25752f0f84ec2adc7dfbac8,360dbfcc8637ba4005f3e4353d9559ce2b4d77d2f371818da7eb422223ede787,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-069,a29887dbec7f0ef4f1b19aec83ca526e0db49a047e630cfc24b7aed429b489bb,364468a7affcab6844a56e65ec96118313d94922b79b3e392b7ed248a6879391,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-070,6d6ba2d7c692ee2f749d005c9543e8363a0ee41dbba273c4d3c8479a38221416,371dde7d5c5ce6b7626e122049296a2aa8ccbd854aafb4347bee0006f409bf37,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-071,50d82c87d2a63099526a4b5ad5b606a44ca1c44580dc1488e777473f3ed9770b,4484854a976bbf4520cb25b99e42ccbe717b0a22e46874cdc671ef01a57935ee,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-072,c266a29fa7e8a000970c84e711b4cc3fecb37788fd0dcf013acf49c94ed19188,46cf73e5153ed29b23d0674b1064ca8760e88bcb5b3f876f44014b23571a741d,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-073,292aba88c14c7a63ee4e1a234d1cd35613d91185dc836681474ac49d0eacbcd7,46e82b909e6fda902812fa2a64ac8f730641b836b19c4f0392662552e33feff4,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-074,9939c70be2670e530c4fe0391c2e402aeddc18377f50518ae6f99a711c041267,478a8d8f288f127559f7b0ab421618d0481d6b3ccdecd1075097472bffd44629,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,2,2,0,,
AMZN-FNSPID-075,dc2b7ebc520286a6f2abb551e0f087e8f8a5527d990e21574cc063a07bc3c574,493fec1bae61a4cab836011504c1e2d11120798565bd5d47940a5ccc91b92716,DIRECT_TARGET_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-076,5fe2886c8906d38d7f13217a8f82ea00aa9fa6b380ded1e71fde723902ddb0ed,4e58ea5aa87f3cf76f7f20d8f435b7af9efe80966210678a3ccc3bb2be0e2d7b,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-077,e5c04809b04a9bf9186e55c98362f50f844f9a87d6ff2c5d778ea34b9a99ccbb,4eaa3473a2ae4cdb238fdb1162e78c3d8ad122082af2b1b6388c5a40ce31e02d,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-078,4a927da25b87d92d07541d63e7f07f7065f77e43f16fe634aafad18e920315ca,4f9602bdc4adfb85cb52285c80c579735f92f28265b58b83456886123947e76f,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-079,bbcbd75689a20bda226452d54333b0473d0868f1279e358683034d4167ae82b9,55be269bc59d3166879d015fc6a6812b1c6ce948221d0b9a8231a8fa384e66a7,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-080,ce68ad31b172f3d7427961eb0d36c2d2b165238377e105b5bb70f73d72f3f014,58fd2aa6f89801211ab7b90a0a072bfc6f984bc3bbaff0aad5f81f11a481a678,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-081,c95194bf04ec5917261f5761f67c6b3ca8bbec8120e672a9c3aa26c7c43b5ad1,63e2811c268c9e515144a655f4851ddd7ad59af3cf68573bf60353a47c497468,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-082,bcdc4d513c66a0d04730d19012d4098ad4da8b4fa318a5b62af6f7eeb24255d6,6d63385410379af82fed50ec3a417380da272802828e957a5648aa4aa50e47ff,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-083,c1c6c2ebc78f02b656bc43d062db8dd1c8e232191c16d2208c7786542c1a199b,707d7bb64200d172b207dbef9cb7541a6dd02f4597fadc36a06b6b3e2b2e2d20,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-084,5f404b3a6306d9ee160947005ea27bf79a37ef0b7aa93c4d796bb92a96d41500,7137ad7e3468f6cd6e1af86c1e2a9e0d155d351f27b27ae1b83ccff22485fd55,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-085,072cc16988d9e93babeb07c3b79354ee35ff70232d1200194b393370cd79b227,71e282a97de18882d4571a6f495fae559c0e022ebcc959a8a4aa8e3a90713f75,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-086,cde8086d3aab1b43cad0da9cf258369127b1a585b3d20c46f1ea9ab06da6e0fa,7324601dfc8c7c6f880a7a3c05c2ec8288b9cc832ff35aa27b30fd26ddb879e9,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-087,09df400eb3cbca9d24b33875e4e27e100eb851083dbf1240a2aa4f4e4723058f,7c0796c16392ce4edea0dc39f160bcb25eeb0e862771f89e8851028bcf880c8e,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
